0,1,2
0,72,1
0,46,1
0,28,2
0,73,1
0,122,1
0,59,2
0,80,2
0,125,1
0,52,2
0,130,2
0,47,2
0,109,1
0,85,2
0,41,2
0,44,2
0,29,1
0,45,1
0,79,2
0,127,1
0,110,1
0,153,1
0,155,1
0,156,1
0,157,1
0,158,1
0,159,1
0,161,1
0,164,1
0,166,1
0,167,1
0,168,1
0,169,1
0,170,1
0,172,1
0,175,1
0,177,1
0,178,1
0,180,1
0,182,1
0,183,1
0,186,1
0,188,1
0,191,1
0,192,1
0,193,1
0,195,1
0,198,1
0,200,1
0,201,1
0,202,1
0,205,1
0,209,1
0,210,1
0,212,1
0,213,1
0,215,1
0,218,1
0,220,1
0,221,1
0,224,1
0,227,1
0,228,1
0,229,1
0,230,1
0,231,1
0,232,1
0,235,1
0,237,1
0,238,1
0,240,1
0,242,1
0,247,1
0,252,1
0,253,1
0,254,1
0,255,1
0,257,1
0,263,1
0,265,1
0,266,1
0,268,1
0,270,1
0,273,1
0,275,1
0,276,1
0,279,1
0,280,1
0,281,1
0,282,1
0,285,1
0,286,1
0,287,1
0,288,1
0,289,1
0,297,1
0,298,1
0,299,1
0,301,1
0,305,1
0,307,1
0,309,1
0,310,1
0,311,1
0,313,1
0,318,1
0,320,1
0,321,1
0,323,1
0,325,1
0,329,1
0,334,1
0,336,1
0,337,1
0,342,1
1,41,2
1,59,2
1,80,2
1,28,2
1,110,1
1,47,1
1,79,1
1,45,1
1,130,2
1,29,1
1,46,1
1,125,2
1,91,2
1,97,1
1,126,1
1,85,1
1,102,1
1,158,1
1,159,1
1,161,1
1,163,1
1,164,1
1,167,1
1,168,1
1,169,1
1,170,1
1,172,1
1,173,1
1,176,1
1,180,1
1,181,1
1,183,1
1,186,1
1,188,1
1,189,1
1,193,1
1,194,1
1,195,1
1,197,1
1,198,1
1,199,1
1,200,1
1,201,1
1,203,1
1,207,1
1,212,1
1,213,1
1,222,1
1,225,1
1,228,1
1,231,1
1,233,1
1,234,1
1,238,1
1,240,1
1,245,1
1,246,1
1,253,1
1,254,1
1,257,1
1,258,1
1,259,1
1,260,1
1,263,1
1,264,1
1,265,1
1,266,1
1,269,1
1,270,1
1,275,1
1,276,1
1,277,1
1,278,1
1,280,1
1,282,1
1,283,1
1,284,1
1,285,1
1,288,1
1,292,1
1,295,1
1,297,1
1,299,1
1,300,1
1,302,1
1,303,1
1,304,1
1,305,1
1,307,1
1,310,1
1,311,1
1,313,1
1,314,1
1,315,1
1,316,1
1,317,1
1,319,1
1,320,1
1,322,1
1,325,1
1,329,1
1,330,1
1,331,1
1,333,1
1,334,1
1,335,1
1,337,1
1,338,1
1,342,1
2,3,1
2,6,1
2,94,1
2,115,1
2,74,1
2,25,1
2,42,1
2,96,1
2,81,1
2,38,1
2,93,1
2,11,1
2,75,1
2,55,1
2,35,1
2,9,1
2,17,1
2,39,1
2,10,1
2,82,1
2,37,1
2,27,1
2,24,1
2,8,1
2,56,1
2,61,1
2,15,1
2,23,1
2,7,1
2,117,1
2,103,1
2,48,1
2,54,1
2,16,1
3,16,1
3,42,1
3,33,1
3,38,1
3,101,1
3,87,1
3,6,1
3,82,1
3,81,1
3,27,1
3,93,1
3,74,1
3,100,1
3,25,1
3,17,1
3,117,1
3,61,1
3,7,1
3,9,1
3,35,1
3,96,1
3,26,1
3,40,1
3,34,1
3,15,1
3,10,1
3,51,1
3,90,1
3,37,1
3,75,1
3,54,1
3,48,1
3,39,1
4,5,1
4,82,1
4,23,1
4,15,1
4,60,1
4,16,1
4,81,1
4,61,1
4,39,1
4,9,1
4,26,1
4,90,1
4,87,1
4,10,1
4,94,1
4,24,1
4,51,1
4,35,1
4,54,1
4,14,1
4,100,1
4,74,1
4,71,1
4,57,1
4,27,1
4,117,1
4,48,1
4,42,1
4,75,1
4,96,1
4,37,1
5,40,1
5,33,1
5,32,1
5,57,1
5,117,1
5,82,1
5,27,1
5,42,1
5,100,1
5,6,1
5,39,1
5,7,1
5,9,1
5,74,1
5,48,1
5,10,1
5,15,1
5,38,1
5,16,1
5,92,1
5,87,1
5,75,1
5,69,1
5,54,1
5,108,1
5,11,1
5,71,1
5,25,1
5,61,1
5,107,1
5,37,1
6,7,1
6,25,1
6,90,1
6,14,1
6,54,1
6,11,1
6,33,1
6,27,1
6,17,1
6,61,1
6,8,1
6,15,1
6,40,1
6,18,1
6,96,1
6,38,1
6,16,1
6,42,1
6,57,1
6,117,1
