Source,Target
0,3
3,2046
2046,4057
1159,300
1159,7927
350,78
350,752
350,1126
350,396
350,622
350,1635
350,2189
350,3026
350,3706
350,3863
350,4114
350,4568
350,4971
350,5297
350,7653
703,20
703,149
703,360
703,396
703,630
703,355
703,356
703,704
703,706
703,846
703,1801
703,3863
703,4444
703,5297
703,5626
823,84
823,940
823,1002
823,1298
823,3233
1164,1161
1164,6810
15,6906
20,356
20,1909
20,1910
20,1911
589,306
589,5115
589,7844
2062,798
356,529
356,1384
356,1835
356,2070
356,3152
356,3863
356,4275
356,4568
356,4802
356,5050
356,5297
356,5426
356,6305
356,7214
356,7249
356,7444
356,7597
1909,3957
1909,3959
1910,166
1910,1138
1910,3372
1911,789
1911,3432
752,360
752,460
752,622
752,749
752,649
752,1126
752,1042
752,1264
752,1364
752,1537
752,1801
752,2189
752,2237
752,3190
752,3321
752,3863
752,4114
752,5023
752,5251
752,7626
752,7885
1042,84
1042,360
1042,630
1042,1126
1042,1411
1042,2707
1042,3026
1042,3348
1042,3527
1042,3863
1042,4035
1042,4444
1042,4802
1042,4971
1042,5023
1042,5050
1042,5626
1042,6855
40,2066
40,2070
40,2073
40,874
40,8052
1169,78
1169,306
2094,78
2094,306
2096,1535
2099,2250
2066,673
2066,7511
2070,355
2070,649
2073,7837
1720,4258
2082,4083
2084,601
2084,2803
2084,3341
2084,4025
78,5183
78,846
78,1635
78,1647
78,2189
78,2707
78,3026
78,3760
78,4568
78,5023
78,6663
78,7249
78,7444
78,7653
750,149
750,360
750,630
750,749
750,1015
750,1647
750,2707
750,2960
750,3760
750,3863
750,4444
249,111
249,649
249,753
1464,3454
2128,798
5456,5732
923,2430
923,1263
923,3892
590,1606
1409,346
1409,1841
1409,7083
649,396
649,460
649,1126
649,1604
649,2515
649,3026
649,3462
649,4035
649,4275
649,5506
649,5885
2112,1397
2112,300
2112,3028
2112,4157
84,226
84,354
84,1041
300,673
300,2173
300,2339
1411,2578
2120,1640
2120,3873
2120,3893
2122,229
2122,1475
2122,6639
226,206
226,1002
226,1835
226,3152
226,5023
354,149
354,849
354,846
354,1002
354,1335
354,1364
354,4444
354,4802
354,4865
354,5895
354,6344
354,6413
354,6875
354,7214
354,7629
354,7865
1041,1931
1041,7112
1041,7909
1041,1384
1041,1604
1041,2515
1041,4865
1041,7629
