Source,Target
2034,379
2034,2298
2037,4043
2037,2078
95,571
96,1309
96,4398
530,117
822,93
822,1632
15,177
15,6488
15,7616
177,694
177,5116
2355,84
90,660
531,4030
531,5518
1643,2223
1643,3694
707,91
707,1333
1309,1507
1656,616
1656,1900
51,349
51,2507
51,4305
2078,2293
2078,2754
176,242
176,3144
1821,173
1821,3882
1697,2900
2105,242
2105,6151
1409,1601
1409,5965
387,749
387,2576
565,699
565,1604
80,737
80,2118
84,354
737,7440
2118,3772
226,3500
354,846
1041,2515
1041,2668
91,1914
91,5125
91,7249
93,253
2143,1088
2143,4218
349,444
1389,956
355,1174
355,1752
679,117
679,682
150,153
117,3158
533,1140
533,4720
622,8090
195,357
195,874
2149,4197
1369,3439
963,3033
166,6275
170,171
170,173
171,7814
694,2759
345,3722
345,6704
208,1256
2223,969
229,2233
229,2237
2235,2576
2237,4493
327,319
253,2276
1685,7350
1685,7766
268,7217
2293,2284
2298,754
2284,3509
1601,3653
1265,7265
1612,444
3158,4175
309,2341
309,1833
2341,4326
319,323
319,325
323,1310
357,358
358,1306
944,6757
944,8075
377,379
377,383
578,1880
578,4856
1493,3551
1493,3654
1556,6413
409,3976
417,1418
417,2434
417,2438
1471,1616
1418,5760
2434,4397
2439,1397
2453,846
2453,4416
618,7517
990,1857
990,3057
1532,2958
1532,7973
4689,5766
4689,5965
497,2512
497,5575
2515,815
2555,3330
541,2562
541,1345
541,4863
2864,828
2864,5566
1397,956
552,553
552,556
556,6099
1880,908
5052,1088
5052,7163
1174,3270
2597,4555
2597,3350
2629,2756
2607,4557
2608,4563
2608,3350
613,2663
2668,4617
2661,1431
616,4856
623,626
815,2033
2967,6263
2721,5354
2721,6790
1318,3390
1111,1109
1111,1500
1111,3215
1111,4561
2759,3391
1333,3395
1140,3243
754,759
756,1589
1589,7578
1674,1971
1674,1691
1054,1059
871,1400
871,3030
798,2884
798,3887
2907,3904
2907,4720
807,6099
807,7311
2958,3033
2962,6263
1705,3743
1705,4912
908,1882
941,942
3021,1638
3021,1691
3030,4839
3033,4851
969,3038
976,3285
976,5354
1857,1851
3107,4912
1025,1031
1038,3128
3144,3394
1500,6413
3216,3336
3216,3711
3216,5022
1161,1162
1161,3965
3266,3875
3266,4863
1232,1855
1855,1851
1256,3336
3362,5124
3362,5125
1288,5992
1288,7298
1301,1752
1301,1755
1306,3388
1310,1312
1312,3383
3383,5138
1393,1400
3406,5198
3406,4863
1332,1336
1382,1659
1638,4134
5543,5518
5543,6470
3500,3999
1454,6208
1454,6358
1482,1488
3551,5214
7163,7398
1507,1512
1545,1548
1604,1599
1599,1600
1600,3650
3654,3769
1616,6815
6815,7185
1632,3676
3676,5304
3694,5329
3722,5433
3779,5367
3779,4305
3743,5350
1914,7243
1833,4762
3904,5499
3935,5520
3935,6478
1900,1908
1926,3970
2033,4047
4030,4207
6077,6267
6077,6343
6151,6849
6151,7217
4175,5642
4218,5663
5663,6562
4398,5783
6343,6898
4561,5909
6802,7440
4735,5990
4735,5992
4753,5707
4762,5955
4856,6064
4856,5774
6723,5955
5116,6218
6358,6956
5275,6289
5275,5760
6267,6341
5367,6349
5499,6434
6478,5575
6627,5638
6627,7714
5711,6621
6704,7606
5990,6758
6062,8052
6205,6880
6205,6790
6208,6883
6218,6893
6341,6941
6488,7030
6757,7097
6898,7224
7350,7567
7057,7330
7311,7497
7319,7712
7327,7507
7517,7696
7567,7712
7606,7736
7616,7740
7714,7819
7795,7892
7814,7915
8052,8075
