Source,Target
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
2,1274
2,2407
3,1009
3,1356
3,1544
3,2044
3,2045
3,2046
3,2047
3,2048
4,11
5,356
5,2034
7,671
7,1063
7,1562
7,1572
7,2004
7,2034
7,2035
7,2036
9,92
9,95
9,96
9,530
9,822
9,823
9,837
10,237
10,430
10,1164
10,1574
10,2038
10,2039
10,2040
10,2041
10,2042
10,2043
1009,779
1009,1012
1009,1014
1009,1015
1356,175
1356,589
1356,2214
1544,2035
2044,78
2044,90
2044,96
2044,356
2044,706
2044,750
2044,1211
2044,1558
2045,2103
2046,694
2046,1274
2046,4056
671,226
671,352
671,534
671,706
671,1042
1562,300
1572,60
2004,224
2004,2161
2004,4010
2034,163
2034,1274
2034,1284
2034,2082
2035,2177
2036,503
2036,1479
2036,2084
92,87
92,652
92,713
92,750
92,824
92,4136
92,4446
95,25
95,87
95,421
95,1722
95,2124
95,2125
95,2126
95,2127
95,2128
95,2129
95,2130
95,175
95,215
95,249
95,622
95,750
95,752
95,819
95,1042
95,1647
95,1897
95,2198
95,2255
95,3224
95,3721
95,4882
95,5023
95,5686
95,6813
96,87
96,90
96,352
96,530
96,532
96,534
96,563
96,564
96,708
96,826
96,147
96,175
96,503
96,713
96,723
96,752
96,945
96,1042
96,1614
96,1654
96,2247
96,3072
96,3224
96,3291
96,4096
96,4114
96,4446
96,5065
96,5548
96,6813
530,90
530,117
530,175
530,206
530,421
530,1643
530,652
530,713
530,752
530,1014
530,1523
530,1897
530,2200
530,2247
530,2977
530,3198
530,3478
530,3500
530,4399
530,6079
822,73
822,93
822,109
822,172
822,175
822,177
822,241
822,249
822,652
822,750
822,1014
822,1523
822,1647
822,1758
822,1914
822,2070
822,2133
822,2198
822,2221
822,2247
822,2255
822,2977
822,3492
822,3500
822,4399
822,5686
822,6079
823,49
823,84
823,115
823,117
823,124
823,713
823,723
823,760
823,2157
823,2198
823,3291
823,7226
837,149
837,215
837,90
837,387
837,707
837,750
837,752
837,1211
837,945
837,1555
837,1614
837,1615
837,1801
837,3721
837,3776
837,4096
837,4136
837,4196
837,4294
837,4446
837,5560
837,6813
1574,766
2038,766
2038,2112
2038,2132
2039,6484
2041,2250
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
14,1373
14,2049
14,2050
14,2052
15,177
15,2355
15,2356
19,347
19,589
19,1459
19,1557
19,1571
19,2060
19,2061
19,2062
19,2063
1373,1799
2052,284
177,170
177,241
177,694
177,1639
177,2192
177,2193
177,2194
177,2195
177,2196
177,2197
2355,84
347,1704
347,2149
1557,1555
1557,4802
1557,5548
1571,3625
2060,231
2061,122
2061,153
2061,158
2061,188
2061,3355
2061,4072
90,25
90,52
90,87
90,93
90,349
90,752
90,1389
90,3151
90,173
90,503
90,713
90,750
90,1015
90,1042
90,1489
90,1555
90,1614
90,1914
90,2198
90,2977
90,3224
90,3291
90,3514
90,4136
90,4196
90,4294
90,4606
90,5023
90,5065
90,6813
356,117
356,205
356,215
356,349
356,2247
356,760
356,824
356,1489
356,1614
356,2070
356,3514
356,4802
356,5065
356,5297
1436,157
1436,1150
1436,456
1436,766
1436,1317
1436,1440
1436,1441
1911,789
25,534
25,752
25,824
25,1643
25,2091
25,2093
26,2081
27,150
30,153
31,270
31,1765
31,1975
31,2053
31,2054
31,2055
31,2056
31,2058
31,2803
534,93
534,205
534,421
534,2550
534,752
534,1095
534,1654
534,2070
534,2198
534,3291
534,3492
534,3500
534,5623
534,5686
534,6079
752,460
752,622
752,723
752,349
752,387
752,1126
752,1656
752,945
752,1042
752,1364
752,1615
752,1801
752,2255
752,2977
752,3072
752,3291
752,3492
752,3721
752,3776
752,4114
752,4136
752,4294
752,4399
752,4606
752,4882
752,5023
752,5065
752,5294
752,5548
824,49
824,52
824,93
824,172
824,249
824,421
824,760
824,352
824,750
824,1042
824,1615
824,1758
824,2133
824,2247
824,3500
824,4136
824,4802
824,4882
1643,163
1643,166
1643,239
1643,2223
564,84
564,172
564,205
564,2247
564,4136
564,6079
707,84
707,622
707,1014
707,1234
707,1914
1042,84
1042,147
1042,173
1042,175
1042,503
1042,652
1042,150
1042,563
1042,1126
1042,1389
1042,1411
1042,1897
1042,1914
1042,3721
1042,4096
1042,4399
1042,4566
1042,4802
1042,5023
1042,5294
1042,5560
1073,109
1073,460
1073,645
1073,1364
1073,1479
1656,1615
1656,1654
1656,1801
1656,2221
1656,2977
1656,4566
270,964
1765,421
1765,1766
1765,1767
1765,1768
1765,1771
2053,1369
2055,57
2055,168
2055,4063
2056,2803
33,405
36,54
36,1729
39,510
39,1169
39,1446
39,2094
39,2095
39,2096
39,2097
39,2098
39,2099
39,2100
39,2143
40,1447
40,2065
40,2066
40,2067
40,2068
40,2069
40,2070
40,2071
40,2072
40,2073
40,140
510,124
1169,78
2094,78
2099,2250
2100,2134
1447,2245
2067,201
2067,1824
2070,352
2070,355
2070,387
2072,2147
2072,2105
2072,5764
43,45
43,46
43,47
43,48
43,49
43,50
43,51
43,52
43,53
46,1029
46,1625
46,1720
46,2015
46,2074
46,2076
46,2077
47,1058
47,1322
47,1902
47,2079
47,2080
47,2081
47,2082
47,2083
47,2084
49,78
49,176
49,563
49,567
49,750
49,1236
51,77
51,172
51,206
51,249
51,349
51,750
51,1014
51,1758
51,1801
51,2255
51,3072
51,4196
51,4399
51,6079
52,78
52,352
52,750
52,766
1029,94
1625,964
1720,4189
2015,651
2015,527
2076,78
2076,161
1322,961
1902,2079
1902,3721
2079,961
2081,760
2081,2219
2084,130
2084,644
2084,646
2084,2219
2084,2803
78,77
78,284
78,2588
78,2673
78,5183
78,5310
78,87
78,349
78,1647
78,1914
78,2248
78,2977
78,3072
78,3514
78,3721
78,4566
78,5023
78,5548
78,5686
176,109
176,117
176,170
176,172
176,242
176,328
176,387
176,572
176,2664
176,3337
176,3950
176,6843
176,7251
176,7252
176,206
176,723
176,945
176,1411
176,1654
176,1801
176,1897
176,2198
176,3072
176,3492
176,3500
176,4882
176,5294
563,73
563,93
563,124
563,149
563,172
563,205
563,421
563,1389
563,1489
563,1555
563,2200
563,2247
563,3291
563,3776
563,4136
563,5686
567,644
567,5051
567,2125
750,147
750,149
750,503
750,713
750,349
750,1296
750,1015
750,1489
750,1647
750,2221
750,3224
750,3721
750,4446
1236,1234
352,109
352,115
352,117
352,205
352,215
352,349
352,532
352,723
352,760
352,1489
352,2157
352,5560
352,5623
54,55
54,56
54,57
54,58
54,59
54,60
54,61
54,62
54,63
55,249
55,1284
55,1464
55,1697
55,2085
55,2086
55,2087
55,2088
58,868
60,180
60,696
60,1095
60,2159
60,2160
60,2161
60,2163
60,2164
63,625
63,938
63,1401
63,2128
63,5456
63,5458
63,5459
63,5460
249,111
249,93
249,532
249,753
1284,3363
1284,3365
1284,3151
1464,775
1697,3750
1697,3751
1697,3753
2086,4086
2086,4087
2086,4091
180,170
180,654
180,740
180,741
180,742
180,743
180,745
