Source,Target
592,57
592,104
592,154
592,183
592,356
592,510
592,821
592,593
592,1015
319,308
319,397
319,342
1015,510
1015,593
1015,597
1015,970
1015,609
1015,596
649,76
649,181
649,960
310,147
310,995
183,104
183,365
183,510
593,104
593,617
609,597
609,247
303,397
303,518
438,77
438,909
510,597
597,993
597,247
279,1003
825,466
825,718
825,975
825,793
825,571
989,980
989,983
547,356
154,155
308,764
308,408
980,686
995,491
104,970
621,281
621,804
571,869
349,397
349,342
349,717
397,518
468,85
468,877
821,960
869,925
182,181
77,974
877,85
