ID,cluster
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,2
25,1
26,1
27,1
28,1
29,2
30,1
31,2
32,1
33,1
34,1
35,1
36,1
37,2
38,2
39,2
40,1
41,2
42,1
43,2
44,1
45,1
46,1
47,2
48,1
49,1
50,1
51,1
52,2
53,1
54,2
55,1
56,2
57,2
58,1
59,2
60,2
61,2
62,1
63,1
64,1
65,1
66,2
67,1
68,2
69,1
70,2
71,1
72,2
73,1
74,1
75,1
76,2
77,1
78,1
79,1
80,1
81,2
82,1
83,1
84,1
85,1
86,1
87,1
88,2
89,1
90,1
91,1
92,1
93,1
94,2
95,2
96,1
97,1
98,1
99,1
100,1
101,2
102,1
103,2
104,1
105,1
106,2
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,2
131,2
132,1
133,1
134,2
135,2
136,1
137,2
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,2
147,1
148,1
149,1
150,2
151,1
152,1
153,1
154,1
155,2
156,1
157,1
158,1
159,1
160,1
161,1
162,2
163,1
164,1
165,1
166,1
167,2
168,2
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,2
184,1
185,1
186,1
187,1
188,2
189,1
190,1
191,2
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,2
202,1
203,1
204,1
205,1
206,2
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,2
216,1
217,1
218,2
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,2
230,1
231,1
232,1
233,2
234,2
235,1
236,1
237,2
238,1
239,2
240,1
241,2
242,1
243,1
244,1
245,1
246,2
247,1
248,2
249,1
250,1
251,2
252,1
253,2
254,2
255,1
256,1
257,2
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,1
266,2
267,1
268,2
269,2
270,2
271,2
272,2
273,1
274,1
275,1
276,1
277,2
278,1
279,2
280,1
281,1
282,1
283,1
284,1
285,1
286,2
287,1
288,1
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,2
300,1
301,1
302,1
303,1
304,1
305,2
306,1
307,1
308,2
309,1
310,1
311,1
312,2
313,1
314,1
315,1
316,2
317,1
318,2
319,1
320,1
321,1
322,1
323,1
324,1
325,1
326,1
327,1
328,1
329,1
330,2
331,1
332,1
333,2
334,2
335,1
336,1
337,1
338,1
339,2
340,1
341,1
342,1
343,1
344,1
345,1
346,2
347,1
348,2
349,2
350,1
351,1
352,2
353,1
354,2
355,1
356,2
357,1
358,2
359,1
360,1
361,1
362,1
363,1
364,2
365,1
366,1
367,1
368,2
369,2
370,1
371,1
372,1
373,2
374,2
375,2
376,2
377,2
378,2
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,2
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,1
401,1
402,2
403,1
404,1
405,1
406,1
407,1
408,1
409,2
410,1
411,1
412,1
413,2
414,1
415,2
416,1
417,2
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,2
426,1
427,1
428,1
429,2
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,2
453,1
454,1
455,2
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,2
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,2
482,2
483,2
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,2
496,1
497,1
498,1
499,1
500,2
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,2
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,2
526,1
527,1
528,2
529,1
530,1
531,1
532,2
533,1
534,1
535,1
536,1
537,1
538,1
539,2
540,1
541,2
542,1
543,1
544,1
545,2
546,1
547,1
548,2
549,1
550,1
551,1
552,1
553,2
554,1
555,1
556,1
557,1
558,2
559,2
560,1
561,1
562,2
563,2
564,2
565,1
566,1
567,1
568,1
569,2
570,1
571,1
572,1
573,2
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,2
586,1
587,1
588,2
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,1
600,1
601,1
