ID,cluster
0,1
1,1
2,1
3,2
4,1
5,1
6,2
7,1
8,1
9,2
10,2
540,1
581,1
1009,2
1356,1
1544,1
2044,1
2045,1
2046,1
2047,2
2048,1
671,1
1063,1
1159,1
1562,1
1572,1
2004,1
2034,1
2035,1
2036,1
2037,1
92,1
95,1
96,1
350,1
530,1
703,1
751,1
822,1
823,1
837,1
237,1
430,1
1164,1
1574,1
2038,1
2039,1
2040,1
2041,1
2042,1
2043,1
11,1
12,2
13,1
14,1
15,1
16,2
17,1
18,1
19,1
20,1
1373,1
2049,1
2050,1
2051,1
2052,1
177,2
2355,1
2356,1
347,2
589,1
1459,1
1557,2
1571,2
2060,1
2061,1
2062,1
2063,1
2064,1
90,1
356,1
531,1
1436,1
1909,1
1910,2
1911,1
1912,1
1913,1
21,1
22,1
23,2
24,2
25,1
26,1
27,1
28,1
29,1
30,2
31,1
534,1
752,1
824,1
1237,1
1643,1
2091,1
2092,1
2093,1
564,1
707,1
1042,2
1073,2
1309,2
1365,1
1656,1
270,1
1765,1
1975,1
2053,1
2054,1
2055,1
2056,1
2057,1
2058,1
2059,1
32,2
33,2
34,1
35,1
36,2
37,1
38,1
39,1
40,1
41,1
42,1
510,1
1169,1
1446,1
2094,1
2095,1
2096,1
2097,1
2098,2
2099,1
2100,1
1447,1
2065,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,1
2072,2
2073,2
43,1
44,1
45,1
46,1
47,1
48,2
49,1
50,1
51,1
52,2
53,1
1029,1
1625,1
1720,1
2015,1
2074,1
2075,1
2076,1
2077,1
2078,1
1058,1
1322,1
1902,1
2079,1
2080,1
2081,2
2082,1
2083,1
2084,1
78,2
176,1
563,1
567,1
750,1
1236,1
352,1
825,1
1821,1
54,1
55,2
56,1
57,1
58,1
59,1
60,1
61,2
62,1
63,1
249,1
1284,2
1464,1
1697,2
2085,1
2086,1
2087,1
2088,2
2089,1
2090,1
180,1
696,1
1095,2
2159,1
2160,1
2161,1
2162,2
2163,1
2164,1
625,1
938,1
1401,2
2128,2
5456,1
5457,1
5458,1
5459,2
5460,1
5461,1
64,1
65,1
66,1
67,2
68,1
69,2
70,1
71,1
72,1
73,1
74,1
75,1
76,1
219,1
923,1
1155,2
2357,2
2358,1
1716,1
646,2
1936,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
405,1
590,2
656,1
657,1
964,2
1409,1
1866,1
1867,2
1868,1
351,2
387,1
565,1
649,1
705,2
1074,1
295,1
2109,1
2110,2
2111,1
2112,1
2113,2
2114,1
2115,1
2116,1
2117,2
77,1
79,1
80,2
81,1
82,2
83,1
84,1
85,1
86,1
159,1
284,2
2588,1
2673,1
5183,1
5310,1
5311,1
300,1
611,1
737,1
1411,1
2118,1
2119,2
2120,1
2121,1
2122,2
2123,1
88,1
226,1
353,1
354,2
1041,2
87,1
89,1
91,1
93,1
94,1
205,1
256,1
1799,1
2138,2
2139,1
2140,2
2141,2
2142,1
2143,1
1150,1
2416,1
3012,2
3671,1
4185,2
4186,1
4187,1
4188,1
4189,1
349,1
1389,1
3151,1
355,1
679,1
836,1
150,1
708,1
1126,1
2144,1
1364,2
1965,1
2131,1
2132,1
2133,1
2134,1
2135,1
2136,2
2137,2
421,1
1722,1
2124,1
2125,1
2126,2
2127,1
2129,1
2130,1
532,2
826,1
97,1
98,2
99,1
100,1
101,2
102,2
103,1
104,1
105,1
106,2
107,1
108,1
109,1
110,1
111,1
112,2
113,1
114,1
115,1
116,1
117,1
533,1
157,1
622,1
774,2
775,1
776,2
777,1
778,1
779,1
433,2
644,2
645,1
647,2
648,1
650,2
651,2
652,1
195,1
273,1
764,1
1138,1
1654,1
1919,1
2145,1
2146,1
2147,1
2148,1
118,2
119,1
120,1
121,1
122,1
123,1
124,2
125,1
126,1
127,2
128,2
1021,1
1274,2
1347,1
1801,1
2168,1
2169,1
2170,1
2171,1
2172,1
636,1
668,1
766,1
966,2
1317,1
2149,1
2150,1
2151,1
2152,1
706,2
1558,1
2158,1
161,1
1012,1
6354,2
6712,1
129,1
130,2
131,2
132,2
133,1
134,1
135,1
136,2
137,1
138,1
139,1
492,1
819,2
868,1
1520,2
2153,1
2154,1
2155,1
2156,2
2157,1
2407,2
2408,1
1369,1
522,2
960,2
961,1
962,2
963,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
753,1
151,1
152,1
153,1
154,1
155,1
156,1
158,1
245,1
215,1
435,1
700,1
1479,1
1647,1
2165,1
2166,1
2167,1
1067,1
1417,2
1692,1
1778,1
2173,1
2174,1
2175,1
2176,1
2177,2
160,1
162,1
163,2
164,1
165,1
166,1
167,1
168,1
169,1
757,1
2180,1
2181,1
2182,1
2183,2
640,1
2215,1
170,1
171,2
172,1
173,1
174,2
175,1
178,2
179,2
929,1
2184,1
2185,1
2186,1
2187,1
2188,1
2189,1
2190,2
2191,2
242,1
328,1
572,1
2664,1
3337,1
3950,1
6843,1
7251,1
7252,2
241,1
694,1
1639,2
2192,1
2193,1
2194,2
2195,1
2196,1
2197,1
654,1
740,1
741,2
742,2
743,1
744,1
745,1
746,1
747,1
748,2
181,1
182,1
183,2
184,1
185,2
186,1
187,1
188,1
189,1
190,1
191,2
192,1
193,2
194,1
527,1
1972,1
2204,1
2205,1
2206,2
2207,2
2208,1
2209,1
2210,1
2211,2
632,1
1014,1
1330,1
2198,1
2199,1
2200,1
2201,1
2202,1
2203,2
780,1
781,1
782,2
783,1
784,1
785,1
786,2
787,2
788,1
789,2
196,1
197,2
198,1
199,1
200,1
201,1
345,1
692,1
1991,1
1992,1
1993,1
2212,1
2213,1
2214,1
202,2
203,2
204,1
206,1
207,1
208,1
209,2
210,1
211,2
212,1
213,1
214,1
1869,1
723,2
1189,1
1539,1
1553,1
2216,2
2217,2
2218,1
2219,1
2220,1
2221,1
1704,1
1767,1
2245,1
2246,1
2247,1
2248,1
2249,1
2250,1
2251,1
388,1
811,1
1331,2
1523,1
1561,1
1894,1
2222,1
2223,1
2224,1
2225,2
2226,1
2227,1
2228,1
2229,1
2230,1
2231,1
2232,1
216,1
217,1
218,1
220,1
221,2
222,1
223,1
224,1
2303,2
239,1
1543,1
1729,1
2252,1
2253,1
2254,1
2255,1
2256,1
225,1
227,1
228,1
229,2
230,1
231,1
232,1
233,1
234,1
670,2
1090,2
1098,1
2233,1
2234,1
2235,1
2236,1
2237,1
2238,1
327,1
1873,1
2239,2
2240,1
