0,1
0,2
0,3
0,5
0,6
0,7
0,9
0,19
0,20
0,21
0,22
0,24
0,26
0,28
0,31
0,37
0,38
0,41
0,47
0,49
0,51
0,59
0,60
0,62
0,63
0,65
0,67
0,76
0,77
0,85
0,86
0,88
0,121
0,123
0,132
0,148
0,173
0,178
0,196
0,198
0,199
0,247
0,253
0,274
0,304
0,313
0,361
1,1
1,2
1,3
1,5
1,6
1,7
1,9
1,19
1,20
1,21
1,22
1,26
1,28
1,31
1,37
1,38
1,41
1,47
1,49
1,51
1,59
1,60
1,62
1,63
1,67
1,76
1,77
1,85
1,86
1,88
1,121
1,123
1,148
1,173
1,196
1,198
1,199
1,247
1,274
1,304
1,394
1,434
1,438
1,475
1,484
1,551
1,652
1,673
1,717
1,809
1,874
1,899
1,904
1,928
1,931
1,938
1,941
1,1029
1,1032
1,1050
1,1078
1,1086
1,1087
1,1108
1,1112
1,1133
1,1137
1,1200
1,1213
1,1277
1,1288
1,1295
1,1318
1,1374
1,1381
1,1395
1,1401
1,1418
1,1429
1,1444
1,1469
1,1497
1,1500
1,1505
1,1515
1,1558
1,1567
1,1570
1,1571
1,1573
1,1579
1,1590
1,1630
1,1635
1,1662
1,1689
1,1708
1,1728
1,1736
1,1763
1,1821
1,1836
1,1856
1,1883
1,1906
1,1921
1,1939
1,1977
1,1980
1,1989
1,2040
1,2056
1,2116
1,2157
1,2159
1,2177
2,3
2,5
2,6
2,7
2,9
2,20
2,21
2,22
2,24
2,26
2,28
2,31
2,38
2,41
2,47
2,49
2,51
2,60
2,63
2,65
2,67
2,85
2,86
2,148
2,173
2,196
2,199
2,247
2,388
2,465
2,476
2,551
2,874
2,899
2,901
2,902
2,923
2,928
2,937
2,938
2,941
2,1295
2,1469
2,1630
2,2673
2,2676
2,2867
2,3331
2,3845
2,3959
2,3971
2,3974
2,3992
2,4036
3,5
3,6
3,7
3,9
3,19
3,20
3,21
3,22
3,24
3,26
3,28
3,31
3,38
3,41
3,47
3,49
3,51
3,60
3,63
3,65
3,67
3,85
3,86
3,148
3,173
3,196
3,199
3,438
3,476
3,874
3,899
3,902
3,904
3,923
3,928
3,931
3,938
3,941
3,1112
3,1497
3,3896
5,6
5,7
5,9
5,19
5,20
5,21
5,22
5,24
5,26
5,28
5,31
5,38
5,41
5,47
5,51
5,60
5,63
5,67
5,85
5,86
5,148
5,196
5,199
5,381
5,388
5,526
5,874
5,899
5,901
5,902
5,904
5,923
5,928
5,931
5,937
5,938
5,941
6,6
6,7
6,9
6,19
6,20
6,21
6,22
6,24
6,38
6,41
6,47
6,49
6,51
6,59
6,60
6,63
6,67
6,76
6,77
6,85
6,86
6,148
6,173
6,196
6,199
6,381
6,388
6,438
6,456
6,476
6,652
6,874
6,923
6,938
6,1029
6,1032
6,1087
6,1108
6,1318
6,1374
6,1418
6,1708
6,1763
6,1836
6,1921
6,1939
6,1977
6,1989
6,2159
6,2194
6,2617
6,3058
6,3191
6,3896
6,4547
6,4549
6,4550
6,4576
6,4579
6,4586
6,4619
6,4658
6,4679
6,4693
6,4694
7,9
7,20
7,21
7,22
7,24
7,26
7,28
7,38
7,47
7,49
7,51
7,60
7,63
7,67
7,76
7,77
7,85
7,148
7,173
7,560
7,809
7,899
7,902
7,923
7,928
7,1027
7,1078
7,1087
7,1108
7,1112
7,1579
7,2177
7,2194
7,2617
7,2673
7,4547
7,4679
7,5060
9,9
9,19
9,20
9,21
9,22
9,24
9,26
9,28
9,31
9,38
9,41
9,47
9,49
9,51
9,59
9,60
9,63
9,76
9,77
9,85
9,86
9,123
9,148
9,196
9,394
9,438
9,551
9,673
9,874
9,902
9,904
9,938
9,941
9,1029
9,1032
9,1050
9,1108
9,1277
9,1318
9,1374
9,1429
9,1505
9,1515
9,1708
9,1821
9,1977
9,1980
9,1989
9,2177
9,2590
9,2617
9,2635
9,2637
9,2641
9,2646
9,2667
9,2673
9,2676
9,2687
9,2692
9,2799
9,2853
9,2859
9,2867
19,1635
20,41
20,47
20,49
20,904
20,1558
20,1590
20,1856
20,1989
20,4974
21,24
21,173
21,535
21,551
21,857
21,937
21,1032
21,1295
21,1558
21,1728
21,3841
21,3845
21,4974
21,5060
22,28
22,47
22,59
22,121
22,123
22,304
22,673
22,904
22,1029
22,1277
22,1500
22,1505
22,1590
22,1906
22,1989
22,2641
22,3662
24,41
24,47
24,196
24,717
24,3463
24,5561
26,28
26,38
26,41
26,47
26,65
26,173
26,196
26,484
26,526
26,874
26,3191
26,3205
28,41
28,51
28,60
28,86
28,476
28,928
28,1295
28,1418
28,2299
28,2635
28,2692
28,3058
28,3959
28,4334
28,4547
28,4549
28,4579
28,4932
28,5361
31,47
31,60
31,3896
31,5561
37,37
37,4397
38,38
38,615
41,47
41,274
41,361
41,472
41,504
41,652
41,668
41,673
41,688
41,709
41,717
41,809
47,47
47,49
47,173
47,484
47,876
47,899
47,937
47,1032
47,1200
47,1497
47,3104
47,3150
47,4334
47,4383
49,196
51,51
51,456
51,549
51,551
51,560
51,562
51,570
51,615
59,59
59,65
59,857
59,876
59,938
59,2194
60,60
60,304
60,313
60,923
60,1558
60,1590
60,2116
60,3463
60,4420
62,62
62,551
62,856
62,857
62,2265
62,3003
62,4336
62,5426
63,4763
65,247
65,551
65,856
65,857
65,892
65,901
65,941
65,2195
65,2218
65,2265
65,4334
65,4336
65,5416
67,67
67,856
67,857
67,2993
67,4131
76,76
77,77
77,2157
86,438
86,899
86,931
86,2116
86,4397
86,4460
123,123
132,2206
148,148
173,173
198,198
247,247
247,475
247,856
247,857
247,2482
253,551
304,304
313,313
394,1381
394,3317
434,381
434,434
434,3974
438,2299
438,5112
438,5113
475,475
475,551
475,856
475,941
475,1086
475,1112
475,1736
475,2183
475,2194
475,2195
475,2202
475,2206
475,2218
475,2229
475,2232
475,2246
475,2264
475,2265
484,388
551,551
551,856
551,876
551,883
551,892
551,1045
551,1112
551,2194
551,2195
551,2202
551,2218
551,3150
551,3255
551,3258
551,3260
551,3278
551,3291
673,3104
717,717
899,899
899,1087
899,3191
904,904
904,1087
904,5048
931,6179
938,856
938,857
938,938
938,2194
938,4658
941,856
941,857
941,901
941,941
1029,1029
1032,1032
1032,1763
1032,1921
1032,2056
1032,3463
1032,4763
1032,4974
1032,5094
1032,5714
1050,1050
1050,4734
1086,1108
1087,1087
1108,1108
1112,856
1112,892
1112,1045
1112,1112
1112,2218
1112,3255
1112,4215
1137,1137
1137,5672
1213,1213
1277,1277
1288,1288
1288,1374
1295,535
1295,1295
1295,3531
1295,3540
1295,3548
1318,1318
1318,3548
1395,5041
1401,1401
1401,3844
1401,3862
1418,1418
1418,2590
1418,5010
1497,1497
1497,1980
1500,3934
1505,1505
1505,6414
1558,1558
1558,4238
1558,5898
1570,1570
1570,4576
1571,2590
1590,1590
1630,1630
1708,1708
1728,476
1728,1728
1728,2506
1736,1736
1821,1821
1921,1921
1921,2853
1989,1989
476,476
476,2491
476,2496
476,2498
476,2499
