Source,Target
2,29
2,50
5,21
6,62
7,88
7,62
10,370
11,305
12,62
13,133
14,88
20,317
21,62
24,375
32,285
33,34
33,204
33,44
33,62
44,45
44,77
44,216
55,383
64,107
71,266
75,76
75,230
75,266
75,383
76,343
77,120
78,369
79,204
79,156
81,174
83,174
83,164
88,366
118,150
118,359
133,227
141,211
144,403
150,211
191,392
193,204
203,378
204,250
204,378
205,403
215,385
260,368
266,293
278,357
302,303
302,387
348,366
353,366
357,366
359,366
364,366
366,368
368,403
369,403
373,403
378,403
383,403
385,403
387,403
392,403
400,403
