2290,1
2363,2
2346,1
2025,1
2140,1
2428,1
2201,2
2506,2
2425,1
2557,1
2532,2
2073,1
2278,2
2551,2
2077,1
2369,2
1465,2
2592,2
2046,1
1941,2
2518,1
2132,2
2650,1
2207,1
2553,1
2078,1
2203,1
2143,1
2224,1
2510,2
2240,2
2563,1
2122,2
2118,2
1944,1
2117,2
2611,2
2184,1
2354,2
2169,1
2283,2
2620,1
1998,1
2654,2
2646,2
2228,1
2082,1
1979,2
2484,2
2257,2
2005,2
2560,2
1962,2
2206,2
2520,2
2104,2
2602,2
2521,2
2233,2
2200,2
2294,1
1981,1
2187,2
1916,1
1945,1
1959,2
1971,1
2436,2
2042,1
2084,1
2624,2
2364,1
1991,1
2110,2
2029,1
2607,2
2649,2
2087,1
2188,2
2477,1
2386,1
2543,2
2604,1
2561,2
2433,2
2496,1
2153,1
2536,1
2482,2
2512,1
2010,1
2103,2
2253,1
2500,2
2063,2
2509,1
2399,2
2150,1
2030,1
2374,2
1986,1
2630,2
2376,2
2326,1
2172,1
2133,1
2296,1
2626,1
2097,1
2093,1
2391,1
2275,2
1984,2
2347,2
2550,2
2047,2
1932,1
2655,1
1994,1
2292,1
2109,2
2040,2
2086,2
2460,2
2597,2
2282,2
2511,2
2598,2
2638,2
2390,1
2096,2
2218,2
1917,1
2353,2
2625,2
2194,2
2289,1
2323,1
2410,2
2631,2
2111,1
2062,1
2059,1
1938,2
2060,1
1939,1
2264,1
2574,1
2579,1
2419,1
2491,1
2468,2
2615,2
2507,1
2564,2
2420,2
1929,1
2154,1
1925,2
1940,1
2329,1
2469,2
2229,2
2552,2
1993,2
2032,2
2485,2
2395,2
2339,1
1989,1
2243,1
2434,1
2126,1
2408,1
2121,2
2453,2
2214,1
2633,1
2526,2
2430,1
1964,1
2064,1
2407,1
2317,1
2412,1
2406,1
2112,1
2404,1
2135,1
2498,1
2302,2
2629,2
2351,1
2212,1
2123,2
2053,1
2254,1
2271,1
2199,1
2054,1
2018,1
2636,1
2371,1
2166,1
2033,1
2608,2
2567,2
2338,1
1954,2
2555,1
2138,2
2357,1
2152,1
2372,1
2189,2
2590,2
2359,2
2020,2
2467,2
2266,2
2558,1
2375,1
1947,1
2432,2
2660,1
2640,2
2601,2
2069,1
2327,1
1928,1
2360,1
2156,1
2101,1
2095,2
2125,1
2124,1
2538,1
2447,1
2297,1
2659,1
2142,2
2414,2
2324,2
2334,2
2397,1
1978,1
2429,1
2300,1
2606,2
2276,2
2554,1
